c1   c2   ex
72   11   1139.08336667
72   12   1158.62603333
72   14   1163.28456667
72   15   1164.4678
72   16   1168.9948
72   17   1149.9079
72   19   1157.08646667
72   20   1153.55793333
72   21   1149.76056667
72   23   1278.23226667
72   24   1278.23226667
72   25   1276.19246667
72   26   1276.19246667
72   28   1276.19246667
72   29   1276.34036667
72   30   1276.47703333
72   32   1276.3958
      
78   0   1248.51626667
78   1   1251.2965
78   2   1226.22813333
78   3   1239.6976
78   5   1289.25713333
78   6   1297.03283333
78   7   1307.2452
78   8   1306.0952
78   10   1405.01996667
78   11   1411.03826667
78   12   1394.05006667
78   14   1399.66546667
78   15   1404.77323333
78   16   1397.36136667
78   17   1391.13483333
78   19   1416.40353333
78   20   1408.90233333
78   21   1409.8504
78   23   1248.68266667
78   24   1248.80663333
78   25   1248.80663333
78   26   1248.90426667
78   28   1248.90426667
78   29   1248.90426667
78   30   1248.90426667
78   32   1248.90426667
      
85   0   1259.0673
85   1   1246.4128
85   2   1245.71213333
85   3   1240.07083333
85   5   1273.52986667
85   6   1279.60956667
85   7   1280.7419
85   8   1308.7059
85   10   1415.6684
85   11   1412.27333333
85   12   1421.09293333
85   14   1417.69023333
85   15   1415.40956667
85   16   1415.15413333
85   17   1419.5265
85   19   1429.4269
85   20   1419.07193333
85   21   1423.97263333
85   23   1240.10773333
85   24   1240.10773333
85   25   1240.10773333
85   26   1237.98053333
85   28   1237.98053333
85   29   1238.83003333
85   30   1238.83003333
85   32   1239.81426667
      
91   0   1257.89866667
91   1   1257.89866667
91   2   1250.29013333
91   3   1233.33393333
91   5   1252.4356
91   6   1255.40986667
91   7   1239.14006667
91   8   1220.4602
91   10   1404.18913333
91   11   1404.93183333
91   12   1390.9395
91   14   1398.7046
91   15   1413.39833333
91   16   1416.8567
91   17   1403.30333333
91   19   1393.05353333
91   20   1397.76073333
91   21   1408.53193333
91   23   1257.40166667
91   24   1256.30143333
91   25   1257.7583
91   26   1257.7583
91   28   1256.97153333
91   29   1256.97153333
91   30   1256.97153333
91   32   1255.35043333
      
98   0   1263.26613333
98   1   1253.3924
98   2   1251.40953333
98   3   1225.62483333
98   5   1236.5829
98   6   1229.6134
98   7   1243.15436667
98   8   1233.20883333
98   10   1403.18596667
98   11   1406.62363333
98   12   1406.05126667
98   14   1412.1509
98   15   1415.97933333
98   16   1420.5812
98   17   1420.74496667
98   19   1415.0963
98   20   1404.48526667
98   21   1415.87843333
98   23   1267.34983333
98   24   1267.11983333
98   25   1267.11983333
98   26   1267.6511
98   28   1267.52273333
98   29   1267.52273333
98   30   1267.5794
98   32   1267.5794
      
104   0   1220.1816
104   1   1224.9293
104   2   1232.4067
104   3   1233.41883333
104   5   1239.6407
104   6   1224.69976667
104   7   1238.9629
104   8   1248.31913333
104   10   1401.35296667
104   11   1410.8127
104   12   1405.97033333
104   14   1426.31283333
104   15   1408.88836667
104   16   1425.90706667
104   17   1412.7912
104   19   1408.0101
104   20   1396.32216667
104   21   1402.50663333
104   23   1261.53876667
104   24   1261.61543333
104   25   1261.61543333
104   26   1261.61543333
104   28   1261.61543333
104   29   1261.61543333
104   30   1261.6721
104   32   1262.24543333
      
111   0   1227.11053333
111   1   1226.8211
111   2   1237.49173333
111   3   1234.3803
111   5   1231.85366667
111   6   1235.5609
111   7   1244.814
111   8   1230.39826667
111   10   1395.90483333
111   11   1402.09243333
111   12   1399.97296667
111   14   1416.31313333
111   15   1406.8615
111   16   1407.5284
111   17   1407.67443333
111   19   1399.31336667
111   20   1398.8389
111   21   1395.7074
111   23   1248.598
111   24   1248.598
111   25   1250.17133333
111   26   1250.17133333
111   28   1250.17133333
111   29   1250.17133333
111   30   1250.04126667
111   32   1250.04126667
      
118   0   1226.77143333
118   1   1235.69023333
118   2   1243.31566667
118   3   1235.6403
118   5   1227.44613333
118   6   1241.76686667
118   7   1242.32736667
118   8   1239.07966667
118   10   1399.87556667
118   11   1403.42426667
118   12   1401.58123333
118   14   1419.14393333
118   15   1402.21973333
118   16   1408.2347
118   17   1410.2961
118   19   1411.93843333
118   20   1411.55013333
118   21   1405.05706667
118   23   1255.0894
118   24   1255.0894
118   25   1256.66273333
118   26   1256.66273333
118   28   1256.66273333
118   29   1256.66273333
118   30   1256.53266667
118   32   1256.53266667
      
124   0   1223.24376667
124   1   1235.93083333
124   2   1242.37426667
124   3   1236.3724
124   5   1229.09676667
124   6   1244.552
124   7   1243.14306667
124   8   1238.9136
124   10   1399.57366667
124   11   1399.46253333
124   12   1397.81906667
124   14   1413.2417
124   15   1398.82263333
124   16   1402.9756
124   17   1405.30423333
124   19   1411.3401
124   20   1407.92656667
124   21   1402.36836667
124   23   1249.97893333
124   24   1249.97893333
124   25   1251.67396667
124   26   1251.67396667
124   28   1251.67396667
124   29   1251.55226667
124   30   1251.4222
124   32   1251.4222
      
131   0   1237.64373333
131   1   1242.2067
131   2   1250.29676667
131   3   1249.62593333
131   5   1236.0987
131   6   1237.06966667
131   7   1240.4599
131   8   1284.9098
131   10   1221.5847
131   11   1217.9879
131   12   1205.95296667
131   14   1215.13356667
131   15   1208.1182
131   16   1217.85696667
131   17   1204.70843333
131   19   1193.49723333
131   20   1197.04556667
131   21   1200.95513333
131   23   1287.84936667
131   24   1286.8301
131   25   1286.8301
131   26   1287.93733333
131   28   1287.93733333
131   29   1287.89446667
131   30   1287.89446667
131   32   1288.0849
      
137   0   1236.24146667
137   1   1242.35296667
137   2   1249.07676667
137   3   1249.12593333
137   5   1233.6531
137   6   1237.7811
137   7   1239.90333333
137   8   1287.11023333
137   10   1222.6892
137   11   1219.7535
137   12   1207.51426667
137   14   1214.8387
137   15   1208.0415
137   16   1217.6697
137   17   1205.467
137   19   1190.54256667
137   20   1195.39096667
137   21   1200.6376
137   23   1286.0485
137   24   1285.02923333
137   25   1285.02923333
137   26   1286.13646667
137   28   1286.13646667
137   29   1286.0936
137   30   1286.0936
137   32   1286.28403333
      
144   0   1236.7478
144   1   1243.88613333
144   2   1249.4756
144   3   1249.49013333
144   5   1234.2454
144   6   1236.9399
144   7   1239.9895
144   8   1286.0343
144   10   1221.49796667
144   11   1221.21296667
144   12   1206.64466667
144   14   1213.3568
144   15   1208.0217
144   16   1216.87396667
144   17   1204.4165
144   19   1189.91433333
144   20   1195.092
144   21   1199.14813333
144   23   1286.2097
144   24   1285.19043333
144   25   1285.19043333
144   26   1286.29766667
144   28   1286.29766667
144   29   1286.2548
144   30   1286.2548
144   32   1286.44523333
      
150   0   1237.46223333
150   1   1242.9243
150   2   1249.36776667
150   3   1249.52356667
150   5   1233.54253333
150   6   1237.4839
150   7   1241.08463333
150   8   1286.72296667
150   10   1223.98703333
150   11   1220.4389
150   12   1209.54576667
150   14   1216.2061
150   15   1212.0645
150   16   1220.0265
150   17   1206.28393333
150   19   1190.9268
150   20   1199.03223333
150   21   1202.34946667
150   23   1284.45266667
150   24   1283.4334
150   25   1283.4334
150   26   1284.54063333
150   28   1284.54063333
150   29   1284.49776667
150   30   1284.49776667
150   32   1284.6882
      
157   0   1234.89416667
157   1   1242.00246667
157   2   1248.44186667
157   3   1249.6217
157   5   1234.93346667
157   6   1239.16843333
157   7   1242.33286667
157   8   1288.29666667
157   10   1224.4656
157   11   1220.4711
157   12   1209.8172
157   14   1214.6069
157   15   1211.13256667
157   16   1218.04246667
157   17   1205.1699
157   19   1194.0023
157   20   1202.9858
157   21   1204.40016667
157   23   1285.42873333
157   24   1284.40946667
157   25   1284.40946667
157   26   1285.5167
157   28   1285.5167
157   29   1285.47383333
157   30   1285.47383333
157   32   1285.66426667
      
164   0   1235.2668
164   1   1241.1133
164   2   1248.44296667
164   3   1248.28973333
164   5   1234.86333333
164   6   1239.3303
164   7   1243.25136667
164   8   1286.03936667
164   10   1222.40553333
164   11   1221.23396667
164   12   1209.26353333
164   14   1215.5666
164   15   1210.32596667
164   16   1217.69573333
164   17   1205.281
164   19   1191.03056667
164   20   1201.22366667
164   21   1205.65943333
164   23   1282.69516667
164   24   1281.6759
164   25   1281.6759
164   26   1282.78313333
164   28   1282.78313333
164   29   1282.74026667
164   30   1282.74026667
164   32   1282.9307
