0  0  300  1339.89616667  281.989819882  16.2806898417  560.83  1961.22  1750.0  1824.04533333 
0  60  300  1316.37593333  254.321287333  14.6832463702  527.25  2059.78  1717.41  1787.652 
0  120  300  1316.37593333  254.321287333  14.6832463702  527.25  2059.78  1717.41  1787.652 
0  180  300  1316.37593333  254.321287333  14.6832463702  527.25  2059.78  1717.41  1787.652 
0  240  300  1316.37593333  254.321287333  14.6832463702  527.25  2059.78  1717.41  1787.652 
0  300  300  1316.37593333  254.321287333  14.6832463702  527.25  2059.78  1717.41  1787.652 
30  0  300  1335.05973333  273.896665222  15.8134313396  616.18  2003.5  1772.69  1860.92666667 
30  60  300  1274.9732  302.418839078  17.460159815  414.87  2123.37  1754.0  1863.44533333 
30  120  300  1274.9732  302.418839078  17.460159815  414.87  2123.37  1754.0  1863.44533333 
30  180  300  1274.9732  302.418839078  17.460159815  414.87  2123.37  1754.0  1863.44533333 
30  240  300  1274.9732  302.418839078  17.460159815  414.87  2123.37  1754.0  1863.44533333 
30  300  300  1274.9732  302.418839078  17.460159815  414.87  2123.37  1754.0  1863.44533333 
60  0  300  1287.40146667  270.466613317  15.6153972005  670.62  2019.25  1735.09  1813.66733333 
60  60  300  1359.8122  280.271224343  16.181466682  611.48  1925.68  1810.0  1875.322 
60  120  300  1359.8122  280.271224343  16.181466682  611.48  1925.68  1810.0  1875.322 
60  180  300  1359.8122  280.271224343  16.181466682  611.48  1925.68  1810.0  1875.322 
60  240  300  1359.8122  280.271224343  16.181466682  611.48  1925.68  1810.0  1875.322 
60  300  300  1359.8122  280.271224343  16.181466682  611.48  1925.68  1810.0  1875.322 
90  0  300  1238.73153333  312.88861578  18.0646326547  382.06  2098.0  1726.25  1867.78466667 
90  60  300  1260.46463333  297.443378087  17.1729014407  396.18  2021.28  1751.0  1834.00533333 
90  120  300  1260.46463333  297.443378087  17.1729014407  396.18  2021.28  1751.0  1834.00533333 
90  180  300  1261.91573333  296.556814008  17.1217156397  396.18  2021.28  1751.0  1834.00533333 
90  240  300  1261.91573333  296.556814008  17.1217156397  396.18  2021.28  1751.0  1834.00533333 
90  300  300  1261.91573333  296.556814008  17.1217156397  396.18  2021.28  1751.0  1834.00533333 
120  0  300  1224.68666667  309.57343558  17.8732306366  89.36  2010.85  1704.34  1800.90866667 
120  60  300  1254.6446  273.367354222  15.7828715548  490.71  1926.74  1697.26  1767.84933333 
120  120  300  1254.6446  273.367354222  15.7828715548  490.71  1926.74  1697.26  1767.84933333 
120  180  300  1253.60283333  274.207823785  15.8313960876  490.71  1926.74  1697.26  1767.84933333 
120  240  300  1253.60283333  274.207823785  15.8313960876  490.71  1926.74  1697.26  1767.84933333 
120  300  300  1253.60283333  274.207823785  15.8313960876  490.71  1926.74  1697.26  1767.84933333 
150  0  300  1237.46223333  306.623006897  17.7028875572  147.0  1891.78  1699.0  1801.406 
150  60  300  1284.6882  295.260947632  17.0468987597  341.04  1913.37  1721.89  1787.03666667 
150  120  300  1284.6882  295.260947632  17.0468987597  341.04  1913.37  1721.89  1787.03666667 
150  180  300  1284.6882  295.260947632  17.0468987597  341.04  1913.37  1721.89  1787.03666667 
150  240  300  1284.6882  295.260947632  17.0468987597  341.04  1913.37  1721.89  1787.03666667 
150  300  300  1284.6882  295.260947632  17.0468987597  341.04  1913.37  1721.89  1787.03666667 
