L	opf	cc	jcc
0.146	0.0233701	0.0276335	0.0264453
0.147	0.0233248	0.0275896	0.0263975
0.148	0.0232742	0.0275382	0.0263453
0.149	0.023228	0.0274946	0.0262943
0.15	0.0231868	0.0274545	0.0262532
0.151	0.0231274	0.0273965	0.0261894
0.152	0.0230909	0.0273599	0.0261473
0.153	0.0230456	0.0273177	0.0261008
0.154	0.0230001	0.0272716	0.026047
0.155	0.0229475	0.0272205	0.0259911
0.156	0.0229013	0.0271778	0.0259443
0.157	0.0228546	0.0271303	0.0258938
0.158	0.0228102	0.0270894	0.0258475
0.159	0.0227694	0.0270469	0.0258005
0.16	0.0227263	0.0270053	0.0257501
0.161	0.0226795	0.0269603	0.0257004
0.162	0.0226281	0.0269103	0.0256439
0.163	0.0225911	0.0268715	0.0256041
0.164	0.0225533	0.0268386	0.0255631
0.165	0.0225161	0.0267999	0.0255196
0.166	0.022451	0.026738	0.0254489
0.167	0.0224238	0.0267084	0.0254123
0.168	0.0223763	0.0266606	0.0253583
0.169	0.0223331	0.0266185	0.0253133
0.17	0.0222929	0.0265809	0.0252688
0.171	0.022242	0.026529	0.0252092
0.172	0.0222076	0.0264984	0.0251712
0.173	0.022155	0.0264447	0.0251136
0.174	0.0221159	0.0264075	0.0250695
0.175	0.0220878	0.0263784	0.0250327
0.176	0.0220297	0.0263223	0.0249719
0.177	0.0219879	0.0262793	0.0249205
0.178	0.0219493	0.0262396	0.0248755
0.179	0.0219105	0.0262031	0.0248301
0.18	0.0218678	0.0261621	0.0247849
0.181	0.0218161	0.0261094	0.0247228
0.182	0.0217811	0.0260764	0.024682
0.183	0.0217456	0.0260409	0.0246393
0.184	0.0216993	0.0259931	0.0245837
0.185	0.0216618	0.0259573	0.0245415
0.186	0.0216277	0.0259229	0.0244972
0.187	0.0215822	0.0258777	0.0244463
0.188	0.0215454	0.0258408	0.024398
0.189	0.0215019	0.0257997	0.0243476
0.19	0.021462	0.0257588	0.024303
0.191	0.0214257	0.025723	0.0242544
0.192	0.0213996	0.0256974	0.0242225
0.193	0.0213411	0.0256373	0.024155
0.194	0.0213066	0.0256045	0.0241117
0.195	0.0212738	0.0255732	0.0240686
0.196	0.0212325	0.0255323	0.0240222
0.197	0.0211918	0.0254913	0.0239717
0.198	0.0211576	0.0254566	0.0239289
0.199	0.0211165	0.0254176	0.0238759
0.2	0.0210837	0.0253846	0.0238355
0.201	0.0210412	0.0253447	0.0237887
0.202	0.0210139	0.0253135	0.023748
0.203	0.020978	0.0252798	0.0237022
0.204	0.020927	0.0252311	0.0236461
0.205	0.0208979	0.0252045	0.023605
0.206	0.0208532	0.0251558	0.0235504
0.207	0.0208255	0.0251299	0.0235149
0.208	0.020781	0.0250857	0.0234604
0.209	0.0207597	0.0250628	0.0234267
0.21	0.0207095	0.0250169	0.0233719
0.211	0.0206831	0.0249898	0.0233329
0.212	0.02065	0.0249569	0.0232875
0.213	0.0206112	0.0249181	0.0232371
0.214	0.0205748	0.0248805	0.0231945
0.215	0.0205392	0.0248477	0.0231473
0.216	0.0204907	0.0248015	0.02309
0.217	0.0204771	0.0247886	0.0230619
0.218	0.0204453	0.024757	0.0230215
0.219	0.0204042	0.0247124	0.0229672
0.22	0.0203706	0.0246819	0.0229252
0.221	0.0203306	0.0246435	0.0228759
0.222	0.0202861	0.0245994	0.0228166
0.223	0.0202711	0.0245869	0.0227926
0.224	0.020225	0.0245386	0.0227286
0.225	0.0201972	0.0245155	0.0226984
0.226	0.0201603	0.0244789	0.0226481
0.227	0.0201246	0.0244441	0.0226034
