L	ropf	rcc	rsjc
0.79	0.0689373	0.0633577	0.0620029
0.7903	0.0688317	0.0632586	0.0619024
0.7906	0.0687265	0.0631599	0.0618023
0.7909	0.0686216	0.0630618	0.0617027
0.7912	0.0685171	0.0629641	0.0616036
0.7915	0.0684129	0.0628668	0.0615049
0.7918	0.0683091	0.06277	0.0614066
0.7921	0.0682057	0.0626737	0.0613088
0.7924	0.0681026	0.0625778	0.0612115
0.7927	0.068	0.0624824	0.0611145
0.793	0.0678977	0.0623874	0.061018
0.7933	0.0677957	0.0622929	0.0609219
0.7936	0.0676942	0.0621988	0.0608263
0.7939	0.0675931	0.0621051	0.0607311
0.7942	0.0674923	0.0620119	0.0606363
0.7945	0.067392	0.0619191	0.0605419
0.7948	0.067292	0.0618267	0.0604479
0.7951	0.0671925	0.0617347	0.0603543
0.7954	0.0670934	0.0616431	0.0602611
0.7957	0.0669947	0.0615519	0.0601683
0.796	0.0668964	0.0614612	0.060076
0.7963	0.0667986	0.0613708	0.0599839
0.7966	0.0667012	0.0612808	0.0598923
0.7969	0.0666043	0.0611913	0.0598011
0.7972	0.0665078	0.0611021	0.0597102
0.7975	0.0664117	0.0610133	0.0596197
0.7978	0.0663161	0.0609248	0.0595295
0.7981	0.066221	0.0608368	0.0594397
0.7984	0.0661264	0.0607491	0.0593502
0.7987	0.0660322	0.0606618	0.0592611
0.799	0.0659385	0.0605749	0.0591723
0.7993	0.0658453	0.0604883	0.0590838
0.7996	0.0657525	0.0604021	0.0589956
0.7999	0.0656603	0.0603163	0.0589078
0.8002	0.0655685	0.0602308	0.0588202
0.8005	0.0654773	0.0601457	0.058733
0.8008	0.0653865	0.0600609	0.058646
0.8011	0.0652963	0.0599764	0.0585594
0.8014	0.0652065	0.0598923	0.058473
0.8017	0.0651173	0.0598086	0.0583869
0.802	0.0650286	0.0597252	0.058301
0.8023	0.0649403	0.0596421	0.0582154
0.8026	0.0648526	0.0595593	0.0581301
0.8029	0.0647654	0.0594769	0.058045
0.8032	0.0646787	0.0593948	0.0579601
0.8035	0.0645925	0.0593131	0.0578755
0.8038	0.0645069	0.0592316	0.0577911
0.8041	0.0644217	0.0591505	0.0577069
0.8044	0.064337	0.0590697	0.057623
0.8047	0.0642529	0.0589891	0.0575392
0.805	0.0641692	0.0589089	0.0574556
0.8053	0.0640861	0.058829	0.0573723
0.8056	0.0640035	0.0587494	0.0572891
0.8059	0.0639213	0.0586701	0.0572061
0.8062	0.0638397	0.058591	0.0571233
0.8065	0.0637585	0.0585122	0.0570407
0.8068	0.0636778	0.0584338	0.0569582
0.8071	0.0635976	0.0583555	0.0568759
0.8074	0.0635179	0.0582776	0.0567937
0.8077	0.0634387	0.0581999	0.0567118
0.808	0.0633599	0.0581225	0.0566299
0.8083	0.0632817	0.0580453	0.0565482
0.8086	0.0632039	0.0579683	0.0564667
0.8089	0.0631265	0.0578916	0.0563853
0.8092	0.0630496	0.0578151	0.056304
0.8095	0.0629732	0.0577389	0.0562229
0.8098	0.0628972	0.0576629	0.0561419
0.8101	0.0628217	0.057587	0.0560611
0.8104	0.0627466	0.0575114	0.0559804
0.8107	0.062672	0.057436	0.0558998
0.811	0.0625978	0.0573608	0.0558193
0.8113	0.062524	0.0572857	0.055739
0.8116	0.0624507	0.0572108	0.0556588
0.8119	0.0623778	0.0571361	0.0555787
0.8122	0.0623053	0.0570616	0.0554987
0.8125	0.0622333	0.0569872	0.0554189
0.8128	0.0621617	0.056913	0.0553391
0.8131	0.0620904	0.0568389	0.0552596
0.8134	0.0620196	0.0567649	0.0551801
0.8137	0.0619493	0.0566911	0.0551007
0.814	0.0618793	0.0566174	0.0550215
0.8143	0.0618097	0.0565438	0.0549424
0.8146	0.0617405	0.0564703	0.0548634
0.8149	0.0616717	0.0563969	0.0547846
0.8152	0.0616033	0.0563236	0.0547059
0.8155	0.0615353	0.0562504	0.0546273
0.8158	0.0614677	0.0561773	0.0545488
0.8161	0.0614004	0.0561043	0.0544705
0.8164	0.0613336	0.0560313	0.0543923
0.8167	0.0612671	0.0559584	0.0543142
0.817	0.061201	0.0558856	0.0542363
0.8173	0.0611352	0.0558128	0.0541584
0.8176	0.0610698	0.0557401	0.0540808
0.8179	0.0610048	0.0556674	0.0540032
0.8182	0.0609401	0.0555948	0.0539258
0.8185	0.0608758	0.0555222	0.0538485
0.8188	0.0608118	0.0554497	0.0537714
0.8191	0.0607481	0.0553772	0.0536944
0.8194	0.0606848	0.0553048	0.0536175
0.8197	0.0606218	0.0552324	0.0535407
0.82	0.0605592	0.05516	0.0534641
0.8203	0.0604969	0.0550877	0.0533876
0.8206	0.0604349	0.0550154	0.0533113
0.8209	0.0603732	0.0549431	0.0532351
0.8212	0.0603118	0.0548709	0.053159
0.8215	0.0602507	0.0547987	0.053083
0.8218	0.0601899	0.0547265	0.0530071
0.8221	0.0601294	0.0546544	0.0529314
0.8224	0.0600692	0.0545823	0.0528558
0.8227	0.0600093	0.0545103	0.0527803
0.823	0.0599496	0.0544383	0.0527049
0.8233	0.0598902	0.0543663	0.0526296
0.8236	0.0598311	0.0542943	0.0525545
0.8239	0.0597723	0.0542224	0.0524794
0.8242	0.0597137	0.0541506	0.0524044
0.8245	0.0596553	0.0540788	0.0523295
0.8248	0.0595972	0.054007	0.0522547
0.8251	0.0595394	0.0539353	0.05218
0.8254	0.0594818	0.0538637	0.0521054
0.8257	0.0594243	0.053792	0.0520308
0.826	0.0593672	0.0537205	0.0519564
0.8263	0.0593102	0.053649	0.0518819
0.8266	0.0592534	0.0535775	0.0518076
0.8269	0.0591968	0.0535061	0.0517333
0.8272	0.0591404	0.0534347	0.051659
0.8275	0.0590842	0.0533634	0.0515848
0.8278	0.0590282	0.0532922	0.0515106
0.8281	0.0589724	0.053221	0.0514364
0.8284	0.0589167	0.0531498	0.0513623
0.8287	0.0588611	0.0530787	0.0512882
0.829	0.0588057	0.0530077	0.0512141
0.8293	0.0587505	0.0529367	0.05114
0.8296	0.0586954	0.0528657	0.0510659
0.8299	0.0586404	0.0527948	0.0509918
0.8302	0.0585855	0.0527239	0.0509177
0.8305	0.0585307	0.0526531	0.0508436
0.8308	0.058476	0.0525823	0.0507695
0.8311	0.0584214	0.0525115	0.0506953
0.8314	0.0583669	0.0524408	0.0506212
0.8317	0.0583125	0.0523701	0.0505469
0.832	0.0582581	0.0522994	0.0504727
0.8323	0.0582038	0.0522288	0.0503984
0.8326	0.0581495	0.0521581	0.0503241
0.8329	0.0580953	0.0520875	0.0502497
0.8332	0.0580411	0.0520169	0.0501753
0.8335	0.0579869	0.0519463	0.0501008
0.8338	0.0579328	0.0518757	0.0500263
0.8341	0.0578786	0.0518051	0.0499516
0.8344	0.0578245	0.0517345	0.049877
0.8347	0.0577703	0.0516639	0.0498022
0.835	0.0577162	0.0515932	0.0497274
0.8353	0.057662	0.0515226	0.0496525
0.8356	0.0576077	0.0514519	0.0495776
0.8359	0.0575535	0.0513812	0.0495025
0.8362	0.0574991	0.0513104	0.0494274
0.8365	0.0574448	0.0512397	0.0493522
0.8368	0.0573904	0.0511689	0.0492769
0.8371	0.0573359	0.051098	0.0492015
0.8374	0.0572813	0.0510271	0.049126
0.8377	0.0572267	0.0509561	0.0490504
0.838	0.057172	0.0508851	0.0489747
0.8383	0.0571172	0.0508141	0.0488989
0.8386	0.0570622	0.0507429	0.0488231
0.8389	0.0570072	0.0506718	0.0487471
0.8392	0.0569521	0.0506005	0.048671
0.8395	0.0568969	0.0505292	0.0485948
0.8398	0.0568416	0.0504578	0.0485185
0.8401	0.0567861	0.0503863	0.0484421
0.8404	0.0567306	0.0503148	0.0483656
0.8407	0.0566749	0.0502431	0.048289
0.841	0.056619	0.0501714	0.0482122
0.8413	0.0565631	0.0500997	0.0481354
0.8416	0.056507	0.0500278	0.0480584
0.8419	0.0564507	0.0499559	0.0479813
0.8422	0.0563943	0.0498838	0.047904
0.8425	0.0563378	0.0498117	0.0478267
0.8428	0.0562811	0.0497395	0.0477492
0.8431	0.0562242	0.0496673	0.0476716
0.8434	0.0561672	0.0495949	0.0475938
0.8437	0.05611	0.0495225	0.047516
0.844	0.0560527	0.0494499	0.047438
0.8443	0.0559952	0.0493773	0.0473598
0.8446	0.0559375	0.0493047	0.0472815
0.8449	0.0558796	0.0492319	0.0472031
0.8452	0.0558216	0.0491591	0.0471245
0.8455	0.0557634	0.0490862	0.0470458
0.8458	0.055705	0.0490132	0.0469669
0.8461	0.0556465	0.0489401	0.0468879
0.8464	0.0555877	0.048867	0.0468088
0.8467	0.0555288	0.0487938	0.0467295
0.847	0.0554697	0.0487206	0.04665
0.8473	0.0554104	0.0486472	0.0465704
0.8476	0.0553509	0.0485739	0.0464906
0.8479	0.0552912	0.0485004	0.0464106
0.8482	0.0552313	0.048427	0.0463306
0.8485	0.0551712	0.0483534	0.0462503
0.8488	0.0551109	0.0482799	0.0461699
0.8491	0.0550504	0.0482063	0.0460893
0.8494	0.0549897	0.0481326	0.0460086
0.8497	0.0549288	0.0480589	0.0459277
0.85	0.0548677	0.0479852	0.0458466
0.8503	0.0548064	0.0479114	0.0457654
0.8506	0.0547449	0.0478376	0.045684
0.8509	0.0546831	0.0477638	0.0456024
0.8512	0.0546212	0.04769	0.0455207
0.8515	0.054559	0.0476161	0.0454388
0.8518	0.0544966	0.0475422	0.0453568
0.8521	0.054434	0.0474683	0.0452746
0.8524	0.0543712	0.0473944	0.0451922
0.8527	0.0543081	0.0473205	0.0451097
0.853	0.0542448	0.0472465	0.045027
0.8533	0.0541813	0.0471725	0.0449442
0.8536	0.0541176	0.0470985	0.0448612
0.8539	0.0540537	0.0470245	0.0447781
0.8542	0.0539895	0.0469504	0.0446948
0.8545	0.0539251	0.0468764	0.0446114
0.8548	0.0538604	0.0468023	0.0445279
0.8551	0.0537955	0.0467281	0.0444442
0.8554	0.0537304	0.046654	0.0443604
0.8557	0.053665	0.0465798	0.0442764
0.856	0.0535994	0.0465055	0.0441923
0.8563	0.0535336	0.0464312	0.0441081
0.8566	0.0534675	0.0463569	0.0440238
0.8569	0.0534011	0.0462825	0.0439394
0.8572	0.0533345	0.0462081	0.0438548
0.8575	0.0532677	0.0461336	0.0437701
0.8578	0.0532006	0.046059	0.0436854
0.8581	0.0531333	0.0459844	0.0436005
0.8584	0.0530657	0.0459096	0.0435155
0.8587	0.0529978	0.0458348	0.0434304
0.859	0.0529297	0.0457599	0.0433452
0.8593	0.0528614	0.0456848	0.04326
0.8596	0.0527927	0.0456097	0.0431746
0.8599	0.0527239	0.0455344	0.0430891
0.8602	0.0526547	0.0454591	0.0430036
0.8605	0.0525853	0.0453835	0.042918
0.8608	0.0525156	0.0453079	0.0428322
0.8611	0.0524457	0.0452321	0.0427464
0.8614	0.0523755	0.0451561	0.0426605
0.8617	0.052305	0.04508	0.0425746
0.862	0.0522343	0.0450037	0.0424885
0.8623	0.0521632	0.0449272	0.0424023
0.8626	0.0520919	0.0448506	0.0423161
0.8629	0.0520203	0.0447737	0.0422297
0.8632	0.0519485	0.0446967	0.0421433
0.8635	0.0518764	0.0446194	0.0420567
0.8638	0.0518039	0.0445419	0.0419701
0.8641	0.0517312	0.0444643	0.0418833
0.8644	0.0516583	0.0443864	0.0417965
0.8647	0.051585	0.0443082	0.0417095
0.865	0.0515114	0.0442298	0.0416224
0.8653	0.0514376	0.0441512	0.0415352
0.8656	0.0513634	0.0440724	0.0414478
0.8659	0.051289	0.0439933	0.0413603
0.8662	0.0512143	0.0439139	0.0412727
0.8665	0.0511393	0.0438343	0.0411849
0.8668	0.051064	0.0437544	0.041097
0.8671	0.0509884	0.0436742	0.0410089
0.8674	0.0509125	0.0435938	0.0409207
0.8677	0.0508363	0.0435131	0.0408322
0.868	0.0507598	0.0434321	0.0407436
0.8683	0.050683	0.0433508	0.0406548
0.8686	0.0506059	0.0432693	0.0405659
0.8689	0.0505285	0.0431874	0.0404767
0.8692	0.0504507	0.0431053	0.0403873
0.8695	0.0503727	0.0430229	0.0402977
0.8698	0.0502944	0.0429401	0.0402078
0.8701	0.0502157	0.0428571	0.0401178
0.8704	0.0501368	0.0427738	0.0400275
0.8707	0.0500575	0.0426902	0.039937
0.871	0.049978	0.0426063	0.0398462
0.8713	0.0498981	0.042522	0.0397552
0.8716	0.0498179	0.0424375	0.039664
0.8719	0.0497374	0.0423527	0.0395724
0.8722	0.0496566	0.0422675	0.0394807
0.8725	0.0495754	0.0421821	0.0393886
0.8728	0.049494	0.0420963	0.0392963
0.8731	0.0494122	0.0420102	0.0392037
0.8734	0.0493301	0.0419239	0.0391108
0.8737	0.0492477	0.0418372	0.0390176
0.874	0.049165	0.0417502	0.0389242
0.8743	0.0490819	0.0416629	0.0388305
0.8746	0.0489986	0.0415753	0.0387364
0.8749	0.0489149	0.0414873	0.0386421
0.8752	0.0488309	0.0413991	0.0385475
0.8755	0.0487466	0.0413106	0.0384526
0.8758	0.048662	0.0412217	0.0383573
0.8761	0.0485771	0.0411326	0.0382618
0.8764	0.0484918	0.0410431	0.038166
0.8767	0.0484063	0.0409534	0.0380699
0.877	0.0483204	0.0408633	0.0379735
0.8773	0.0482342	0.040773	0.0378767
0.8776	0.0481477	0.0406824	0.0377797
0.8779	0.048061	0.0405914	0.0376824
0.8782	0.0479739	0.0405002	0.0375848
0.8785	0.0478865	0.0404087	0.0374868
0.8788	0.0477988	0.0403169	0.0373886
0.8791	0.0477108	0.0402248	0.0372901
0.8794	0.0476225	0.0401324	0.0371913
0.8797	0.047534	0.0400397	0.0370922
0.88	0.0474451	0.0399468	0.0369928
0.8803	0.047356	0.0398536	0.0368931
0.8806	0.0472666	0.0397602	0.0367932
0.8809	0.0471769	0.0396665	0.0366929
0.8812	0.0470869	0.0395725	0.0365924
0.8815	0.0469967	0.0394783	0.0364916
0.8818	0.0469062	0.0393838	0.0363906
0.8821	0.0468155	0.0392891	0.0362893
0.8824	0.0467245	0.0391942	0.0361877
0.8827	0.0466333	0.039099	0.0360859
0.883	0.0465418	0.0390036	0.0359838
0.8833	0.0464501	0.0389081	0.0358815
0.8836	0.0463582	0.0388123	0.0357789
0.8839	0.0462661	0.0387163	0.0356762
0.8842	0.0461737	0.0386201	0.0355732
0.8845	0.0460812	0.0385237	0.03547
0.8848	0.0459885	0.0384272	0.0353666
0.8851	0.0458956	0.0383304	0.0352629
0.8854	0.0458025	0.0382336	0.0351591
0.8857	0.0457092	0.0381366	0.0350551
0.886	0.0456158	0.0380394	0.034951
0.8863	0.0455222	0.0379421	0.0348466
0.8866	0.0454285	0.0378447	0.0347421
0.8869	0.0453346	0.0377472	0.0346375
0.8872	0.0452406	0.0376496	0.0345327
0.8875	0.0451466	0.0375519	0.0344277
0.8878	0.0450524	0.0374542	0.0343227
0.8881	0.0449581	0.0373563	0.0342175
0.8884	0.0448637	0.0372584	0.0341123
0.8887	0.0447692	0.0371605	0.0340069
0.889	0.0446747	0.0370626	0.0339015
0.8893	0.0445801	0.0369646	0.0337959
0.8896	0.0444855	0.0368666	0.0336904
0.8899	0.0443908	0.0367686	0.0335847
0.8902	0.0442962	0.0366706	0.0334791
0.8905	0.0442015	0.0365727	0.0333734
0.8908	0.0441067	0.0364748	0.0332676
0.8911	0.044012	0.036377	0.0331619
0.8914	0.0439173	0.0362792	0.0330561
0.8917	0.0438227	0.0361815	0.0329504
0.892	0.043728	0.0360839	0.0328447
0.8923	0.0436334	0.0359864	0.032739
0.8926	0.0435389	0.0358891	0.0326334
0.8929	0.0434444	0.0357918	0.0325278
0.8932	0.04335	0.0356947	0.0324223
0.8935	0.0432556	0.0355978	0.0323168
0.8938	0.0431614	0.035501	0.0322114
0.8941	0.0430672	0.0354044	0.0321061
0.8944	0.0429732	0.0353079	0.0320009
0.8947	0.0428792	0.0352117	0.0318958
0.895	0.0427854	0.0351157	0.0317908
0.8953	0.0426917	0.0350199	0.0316859
0.8956	0.0425981	0.0349244	0.0315812
0.8959	0.0425047	0.0348291	0.0314766
0.8962	0.0424114	0.0347341	0.0313721
0.8965	0.0423183	0.0346393	0.0312678
0.8968	0.0422254	0.0345449	0.0311637
0.8971	0.0421326	0.0344507	0.0310597
0.8974	0.04204	0.0343569	0.0309559
0.8977	0.0419476	0.0342633	0.0308522
0.898	0.0418554	0.0341701	0.0307487
0.8983	0.0417634	0.0340773	0.0306454
0.8986	0.0416716	0.0339848	0.0305423
0.8989	0.04158	0.0338927	0.0304394
0.8992	0.0414887	0.0338009	0.0303367
0.8995	0.0413976	0.0337096	0.0302342
0.8998	0.0413067	0.0336187	0.0301319
0.9001	0.0412161	0.0335282	0.0300298
0.9004	0.0411257	0.0334381	0.0299279
0.9007	0.0410356	0.0333485	0.0298262
0.901	0.0409458	0.0332593	0.0297248
0.9013	0.0408562	0.0331706	0.0296235
0.9016	0.040767	0.0330824	0.0295225
0.9019	0.040678	0.0329946	0.0294218
0.9022	0.0405894	0.0329074	0.0293212
0.9025	0.040501	0.0328207	0.0292209
0.9028	0.040413	0.0327345	0.0291208
0.9031	0.0403253	0.0326489	0.029021
0.9034	0.040238	0.0325638	0.0289214
0.9037	0.040151	0.0324792	0.028822
0.904	0.0400643	0.0323952	0.0287229
0.9043	0.039978	0.0323118	0.0286241
0.9046	0.0398921	0.032229	0.0285255
0.9049	0.0398066	0.0321468	0.0284272
0.9052	0.0397214	0.0320651	0.0283292
0.9055	0.0396367	0.0319841	0.0282314
0.9058	0.0395523	0.0319037	0.028134
0.9061	0.0394683	0.0318238	0.0280368
0.9064	0.0393848	0.0317446	0.0279399
0.9067	0.0393016	0.031666	0.0278433
0.907	0.0392189	0.031588	0.027747
0.9073	0.0391366	0.0315107	0.0276511
0.9076	0.0390548	0.0314339	0.0275554
0.9079	0.0389733	0.0313577	0.0274601
0.9082	0.0388923	0.0312822	0.0273651
0.9085	0.0388118	0.0312072	0.0272705
0.9088	0.0387316	0.0311328	0.0271762
0.9091	0.038652	0.0310591	0.0270823
0.9094	0.0385727	0.0309858	0.0269887
0.9097	0.0384939	0.0309132	0.0268955
0.91	0.0384156	0.0308411	0.0268026
0.9103	0.0383376	0.0307695	0.0267102
0.9106	0.0382601	0.0306985	0.0266181
0.9109	0.0381831	0.0306279	0.0265264
0.9112	0.0381064	0.0305579	0.0264351
0.9115	0.0380302	0.0304883	0.0263441
0.9118	0.0379544	0.0304192	0.0262536
0.9121	0.0378791	0.0303506	0.0261635
0.9124	0.0378041	0.0302824	0.0260737
0.9127	0.0377296	0.0302146	0.0259843
0.913	0.0376554	0.0301471	0.0258953
0.9133	0.0375816	0.0300801	0.0258067
