L	opf	cc	jcc
0.299	0.0119635	0.0184092	0.0101502
0.3	0.0119592	0.0184032	0.010142
0.301	0.011926	0.0183738	0.0101017
0.302	0.0119137	0.0183579	0.0100903
0.303	0.0119126	0.0183502	0.0100715
0.304	0.0119197	0.0183466	0.0100756
0.305	0.0119067	0.0183333	0.0100567
0.306	0.0118824	0.0183009	0.0100304
0.307	0.0118736	0.0182918	0.0100109
0.308	0.0118523	0.0182687	0.00998157
0.309	0.011847	0.0182588	0.00997615
0.31	0.011826	0.0182355	0.00994733
0.311	0.0118306	0.0182367	0.0099435
0.312	0.0118038	0.0182042	0.00990768
0.313	0.0117927	0.0181946	0.00989334
0.314	0.0117716	0.0181715	0.00986595
0.315	0.0117563	0.0181532	0.00984633
0.316	0.0117502	0.0181425	0.00983028
0.317	0.0117304	0.0181132	0.00981003
0.318	0.0117178	0.0180999	0.00978441
0.319	0.0117122	0.0180921	0.00977553
0.32	0.0117063	0.0180846	0.00976085
0.321	0.0116967	0.0180707	0.00974614
0.322	0.0116879	0.0180511	0.00973417
0.323	0.0116879	0.0180453	0.00971862
0.324	0.0116743	0.0180351	0.00970867
0.325	0.0116433	0.0179998	0.00966547
0.326	0.0116268	0.0179807	0.00964578
0.327	0.011636	0.0179862	0.00965131
0.328	0.011617	0.0179585	0.0096277
0.329	0.0116038	0.0179443	0.00960352
0.33	0.0115832	0.0179177	0.009579
0.331	0.0115913	0.017923	0.00957596
0.332	0.0115513	0.0178843	0.00953173
0.333	0.0115554	0.0178796	0.00953345
0.334	0.0115357	0.0178588	0.0095115
0.335	0.0115377	0.0178528	0.00949965
0.336	0.0115184	0.0178312	0.00947549
0.337	0.011502	0.0178131	0.00945224
0.338	0.011489	0.0177977	0.00943181
0.339	0.0114624	0.0177709	0.00940587
0.34	0.0114611	0.0177659	0.0093949
0.341	0.0114528	0.0177518	0.00937901
0.342	0.0114514	0.0177422	0.00937431
0.343	0.0114524	0.0177382	0.00936306
0.344	0.0114112	0.0177027	0.0093245
0.345	0.0114244	0.0177051	0.00932816
0.346	0.0113871	0.0176714	0.00928807
0.347	0.0113685	0.0176471	0.00926432
0.348	0.0113641	0.0176412	0.00925243
0.349	0.0113403	0.0176112	0.00922058
0.35	0.0113367	0.0176042	0.00922232
0.351	0.0113492	0.0176128	0.00921685
0.352	0.0113228	0.0175858	0.00918239
0.353	0.0113111	0.0175687	0.00916765
0.354	0.0113296	0.0175742	0.00917661
0.355	0.0112843	0.0175337	0.00912837
0.356	0.0112776	0.0175238	0.00911212
0.357	0.0112593	0.0174997	0.00909253
0.358	0.0112385	0.0174853	0.00906531
0.359	0.0112409	0.0174782	0.00906323
0.36	0.0112243	0.0174607	0.0090388
0.361	0.0112151	0.0174398	0.00902191
0.362	0.011195	0.0174183	0.00899912
0.363	0.0111799	0.0174031	0.00898345
0.364	0.0111825	0.0173926	0.00897722
0.365	0.0111663	0.0173835	0.00895738
0.366	0.0111609	0.017369	0.00893811
0.367	0.0111479	0.0173508	0.00892389
0.368	0.0111152	0.0173208	0.00889068
0.369	0.0111132	0.0173124	0.00887893
0.37	0.0111181	0.0173112	0.00887783
0.371	0.0110931	0.017291	0.00884257
0.372	0.0110984	0.0172774	0.00884269
0.373	0.011079	0.0172614	0.00881486
0.374	0.0110648	0.0172451	0.00880304
0.375	0.011041	0.0172165	0.00877551
0.376	0.0110432	0.0172177	0.00876637
0.377	0.0110266	0.017198	0.00874903
0.378	0.0110234	0.0171877	0.00873449
0.379	0.0109899	0.0171589	0.0086966
0.38	0.0109892	0.0171493	0.00869212
0.381	0.010988	0.0171401	0.00868196
0.382	0.0109618	0.0171133	0.00865325
0.383	0.0109702	0.0171199	0.00865496
0.384	0.0109396	0.017083	0.00861999
0.385	0.0109271	0.0170684	0.00859916
0.386	0.0108931	0.0170358	0.00856343
0.387	0.0109018	0.0170432	0.00856576
0.388	0.0109028	0.0170328	0.00855975
0.389	0.0108857	0.0170153	0.00854094
0.39	0.0108798	0.0170009	0.00852515
0.391	0.0108736	0.016987	0.00851567
0.392	0.0108586	0.0169715	0.00849112
0.393	0.0108581	0.0169702	0.00849139
0.394	0.0108088	0.0169168	0.00844079
0.395	0.0108176	0.0169129	0.00843949
0.396	0.0108215	0.0169184	0.00843627
0.397	0.0107972	0.0168902	0.0084043
0.398	0.0107923	0.0168816	0.00840005
0.399	0.0107671	0.0168616	0.00836694
0.4	0.010745	0.0168362	0.008339
0.401	0.0107359	0.016816	0.00832884
0.402	0.0107415	0.016819	0.00832284
0.403	0.0107249	0.0168028	0.00830306
0.404	0.0107026	0.0167714	0.0082795
0.405	0.0107187	0.0167839	0.00828596
0.406	0.0106882	0.0167537	0.00825001
0.407	0.0106655	0.016732	0.00822558
