L	opf	cc	jcc
0.7128	0.00933691	0.0152071	0.0139598
0.7136	0.00932553	0.0151915	0.0139408
0.7144	0.00931536	0.0151809	0.0139253
0.7152	0.00929921	0.0151638	0.0139039
0.716	0.00927919	0.0151447	0.0138807
0.7168	0.0092516	0.0151188	0.01385
0.7176	0.00923838	0.0151038	0.0138308
0.7184	0.00922381	0.0150855	0.0138081
0.7192	0.00919918	0.0150628	0.013782
0.72	0.00919261	0.0150569	0.0137703
0.7208	0.00917587	0.0150357	0.0137454
0.7216	0.00915714	0.0150196	0.0137243
0.7224	0.00913344	0.01499	0.0136904
0.7232	0.00912044	0.0149801	0.0136761
0.724	0.00910333	0.0149617	0.0136533
0.7248	0.0090907	0.0149455	0.0136329
0.7256	0.00907664	0.0149285	0.0136108
0.7264	0.00905436	0.0149118	0.0135893
0.7272	0.00903606	0.0148908	0.0135638
0.728	0.00902818	0.0148823	0.0135508
0.7288	0.00900432	0.0148597	0.0135235
0.7296	0.00898913	0.0148422	0.0135009
0.7304	0.0089734	0.014823	0.0134778
0.7312	0.00894928	0.0148005	0.0134506
0.732	0.00892493	0.0147792	0.0134243
0.7328	0.00891497	0.014766	0.0134066
0.7336	0.00890803	0.0147578	0.0133934
0.7344	0.0088658	0.0147211	0.0133523
0.7352	0.00886347	0.0147139	0.0133401
0.736	0.00884897	0.0146987	0.0133199
0.7368	0.0088381	0.0146839	0.0133014
0.7376	0.00881246	0.0146646	0.0132764
0.7384	0.0087907	0.0146402	0.0132477
0.7392	0.00877326	0.0146231	0.0132251
0.74	0.00875868	0.0146086	0.0132055
0.7408	0.00874448	0.014593	0.0131854
0.7416	0.00872214	0.0145701	0.0131581
0.7424	0.00871001	0.0145557	0.0131389
0.7432	0.00868791	0.0145365	0.013114
0.744	0.00867069	0.0145186	0.0130908
0.7448	0.00864935	0.0144993	0.0130662
0.7456	0.00863571	0.0144829	0.0130455
0.7464	0.00861621	0.0144653	0.0130228
0.7472	0.00860623	0.0144538	0.013007
0.748	0.00858765	0.0144384	0.0129859
0.7488	0.00857497	0.014421	0.0129632
0.7496	0.00855058	0.0143979	0.0129353
0.7504	0.00852266	0.0143705	0.0129026
0.7512	0.00850976	0.0143559	0.0128831
0.752	0.00848648	0.0143325	0.012855
0.7528	0.00847658	0.0143227	0.0128393
0.7536	0.00847993	0.0143185	0.0128303
0.7544	0.00844285	0.0142882	0.0127949
0.7552	0.00842432	0.0142676	0.0127693
0.756	0.0084153	0.0142562	0.0127524
0.7568	0.00839893	0.0142318	0.0127243
0.7576	0.00838008	0.0142208	0.0127069
0.7584	0.00835277	0.0141949	0.0126754
0.7592	0.00834352	0.0141797	0.0126553
0.76	0.00831957	0.0141565	0.0126275
0.7608	0.00831735	0.0141528	0.0126188
0.7616	0.00829721	0.01413	0.0125903
0.7624	0.00827241	0.0141044	0.0125603
0.7632	0.00827616	0.0141046	0.0125542
0.764	0.00824307	0.0140727	0.0125176
0.7648	0.00823321	0.0140579	0.0124978
0.7656	0.00821454	0.0140386	0.0124736
0.7664	0.0082005	0.0140271	0.0124552
0.7672	0.0081842	0.0140096	0.0124334
0.768	0.00816671	0.0139894	0.0124075
0.7688	0.00814925	0.0139682	0.0123818
0.7696	0.00813177	0.0139439	0.012353
0.7704	0.00811989	0.0139348	0.0123381
0.7712	0.00810102	0.0139091	0.0123065
0.772	0.00808664	0.0138988	0.0122906
0.7728	0.00806335	0.0138735	0.0122598
0.7736	0.0080445	0.0138502	0.0122315
0.7744	0.00803699	0.0138382	0.0122144
0.7752	0.00801592	0.0138154	0.012186
0.776	0.00799944	0.013794	0.0121601
0.7768	0.00798508	0.0137785	0.0121389
0.7776	0.0079715	0.0137557	0.0121114
0.7784	0.00796038	0.0137441	0.0120942
0.7792	0.00793454	0.0137216	0.0120648
0.78	0.00792802	0.0137046	0.0120436
0.7808	0.00790456	0.0136755	0.0120101
0.7816	0.00788509	0.0136533	0.0119824
0.7824	0.00787026	0.0136313	0.0119554
0.7832	0.00785768	0.0136209	0.0119387
0.784	0.00784317	0.0135946	0.0119073
0.7848	0.00781697	0.0135692	0.0118772
0.7856	0.00780763	0.0135547	0.011857
0.7864	0.00781001	0.0135453	0.0118419
0.7872	0.00777806	0.0135126	0.0118035
0.788	0.00777762	0.0135113	0.0117953
0.7888	0.00775559	0.0134779	0.0117571
0.7896	0.00773579	0.0134537	0.0117283
0.7904	0.00772887	0.0134373	0.0117061
0.7912	0.0077045	0.0134099	0.0116733
0.792	0.00770392	0.0133971	0.0116549
0.7928	0.00768296	0.0133715	0.0116244
0.7936	0.00766422	0.0133489	0.0115959
0.7944	0.00767005	0.0133362	0.0115778
0.7952	0.00764288	0.0133092	0.0115439
0.796	0.00761724	0.0132801	0.0115099
0.7968	0.00761091	0.0132601	0.0114851
0.7976	0.00760148	0.0132406	0.0114596
0.7984	0.00759471	0.0132274	0.0114398
0.7992	0.00757204	0.0132002	0.0114063
0.8	0.0075587	0.0131733	0.011375
0.8008	0.00753726	0.0131464	0.0113417
0.8016	0.00754379	0.0131376	0.0113275
0.8024	0.00751883	0.0131069	0.0112906
0.8032	0.00750998	0.0130842	0.0112633
0.804	0.00749098	0.0130599	0.011232
0.8048	0.00748387	0.0130375	0.0112041
0.8056	0.00744939	0.0130008	0.0111616
0.8064	0.00745281	0.0129833	0.0111379
0.8072	0.00743219	0.0129646	0.0111125
0.808	0.00741586	0.0129427	0.0110828
0.8088	0.00740374	0.0129156	0.0110508
0.8096	0.00738533	0.0128835	0.0110129
0.8104	0.00739144	0.012876	0.0109997
0.8112	0.00737644	0.0128443	0.0109616
0.812	0.00736037	0.0128192	0.0109293
0.8128	0.00736678	0.0128069	0.0109111
0.8136	0.00734124	0.0127711	0.0108692
0.8144	0.00731973	0.0127401	0.0108318
0.8152	0.00729599	0.0127053	0.0107908
0.816	0.00730127	0.0126921	0.0107715
0.8168	0.00728151	0.0126627	0.010735
0.8176	0.00727865	0.0126434	0.010709
0.8184	0.00727559	0.0126284	0.0106875
0.8192	0.00723239	0.0125704	0.010624
0.82	0.00724144	0.0125659	0.0106114
