prob	ls
0.3644	457.18
0.364	457.4
0.3636	457.47
0.3632	457.57
0.3628	457.94
0.3624	458.21
0.362	458.31
0.3616	458.41
0.3612	458.53
0.3608	458.69
0.3604	458.82
0.36	458.99
0.3596	459.07
0.3592	459.24
0.3588	459.58
0.3584	459.76
0.358	460.05
0.3576	460.54
0.3572	460.7
0.3568	460.88
0.3564	461.12
0.356	461.23
0.3556	461.52
0.3552	461.86
0.3548	462.12
0.3544	462.18
0.354	462.45
0.3536	463.14
0.3532	463.37
0.3528	463.55
0.3524	463.66
0.352	463.88
0.3516	464.21
0.3512	464.34
0.3508	464.62
0.3504	464.74
0.35	464.81
0.3496	464.98
0.3492	465.31
0.3488	465.39
0.3484	465.52
0.348	465.64
0.3476	465.73
0.3472	465.94
0.3468	466.06
0.3464	466.21
0.346	466.36
0.3456	466.56
0.3452	466.76
0.3448	467.07
0.3444	467.15
0.344	467.38
0.3436	467.54
0.3432	467.76
0.3428	468.0
0.3424	468.21
0.342	468.37
0.3416	468.77
0.3412	469.02
0.3408	469.28
0.3404	469.37
0.34	469.47
0.3396	469.98
0.3392	470.11
0.3388	470.4
0.3384	470.9
0.338	471.08
0.3376	471.26
0.3372	471.39
0.3368	471.54
0.3364	471.71
0.336	472.03
0.3356	472.62
0.3352	473.04
0.3348	473.24
0.3344	473.46
0.334	473.64
0.3336	473.81
0.3332	473.97
0.3328	474.13
0.3324	474.39
0.332	474.54
0.3316	474.7
0.3312	474.83
0.3308	475.11
0.3304	475.47
0.33	475.89
0.3296	476.31
0.3292	476.52
0.3288	476.79
0.3284	477.15
0.328	477.47
0.3276	477.75
0.3272	478.08
0.3268	478.36
0.3264	478.57
0.326	478.74
0.3256	478.74
0.3252	479.07
0.3248	479.24
0.3244	479.59
0.324	479.91
0.3236	480.12
0.3232	480.26
0.3228	480.48
0.3224	480.77
0.322	480.86
0.3216	481.23
0.3212	481.53
0.3208	481.91
0.3204	482.09
0.32	482.41
0.3196	482.58
0.3192	482.7
0.3188	482.96
0.3184	483.08
0.318	483.27
0.3176	483.51
0.3172	483.74
0.3168	484.0
0.3164	484.29
0.316	484.49
0.3156	484.77
0.3152	484.95
0.3148	485.06
0.3144	485.2
0.314	485.42
0.3136	485.57
0.3132	485.92
0.3128	486.19
0.3124	486.24
0.312	486.58
0.3116	487.03
0.3112	487.36
0.3108	487.7
0.3104	488.08
0.31	488.2
0.3096	488.54
0.3092	488.87
0.3088	489.18
0.3084	489.2
0.308	489.38
0.3076	489.54
0.3072	489.84
0.3068	490.12
0.3064	490.6
0.306	490.8
0.3056	490.91
0.3052	491.1
0.3048	491.24
0.3044	491.47
0.304	491.8
0.3036	491.92
0.3032	492.11
0.3028	492.24
0.3024	492.41
0.302	492.72
0.3016	492.83
0.3012	493.21
0.3008	493.54
0.3004	493.77
0.3	494.21
0.2996	494.3
0.2992	494.49
0.2988	494.69
0.2984	494.93
0.298	495.14
0.2976	495.39
0.2972	495.6
0.2968	495.86
0.2964	496.24
0.296	496.57
0.2956	496.8
0.2952	496.89
0.2948	497.4
0.2944	497.55
0.294	497.84
0.2936	498.01
0.2932	498.16
0.2928	498.58
0.2924	498.89
0.292	499.4
0.2916	499.67
0.2912	500.11
0.2908	500.28
0.2904	500.42
0.29	500.72
0.2896	500.87
0.2892	500.93
0.2888	501.12
0.2884	501.45
0.288	501.74
0.2876	501.95
0.2872	502.09
0.2868	502.49
0.2864	502.87
0.286	503.05
0.2856	503.2
0.2852	503.54
0.2848	503.79
0.2844	504.21
0.284	504.36
0.2836	504.55
0.2832	504.85
0.2828	505.06
0.2824	505.26
0.282	505.46
0.2816	505.78
0.2812	505.91
0.2808	506.04
0.2804	506.29
0.28	506.58
0.2796	506.76
0.2792	506.97
0.2788	507.09
0.2784	507.21
0.278	507.5
0.2776	507.87
0.2772	508.01
0.2768	508.28
0.2764	508.47
0.276	508.6
0.2756	508.82
0.2752	509.08
0.2748	509.23
0.2744	509.35
0.274	509.53
0.2736	509.66
0.2732	510.15
0.2728	510.48
0.2724	510.72
0.272	511.2
0.2716	511.34
0.2712	511.68
0.2708	511.97
0.2704	512.42
0.27	512.68
0.2696	512.92
0.2692	513.1
0.2688	513.3
0.2684	513.81
0.268	513.91
0.2676	514.11
0.2672	514.31
0.2668	514.57
0.2664	514.97
0.266	515.21
0.2656	515.51
0.2652	515.91
0.2648	516.54
0.2644	516.85
0.264	517.15
0.2636	517.48
0.2632	517.96
0.2628	518.35
0.2624	518.45
0.262	518.7
0.2616	518.78
0.2612	518.86
0.2608	519.31
0.2604	519.49
0.26	519.85
0.2596	520.13
0.2592	520.45
0.2588	520.74
0.2584	520.94
0.258	521.2
0.2576	521.45
0.2572	521.87
0.2568	522.08
0.2564	522.34
0.256	522.57
0.2556	522.91
0.2552	523.3
0.2548	523.52
0.2544	524.04
0.254	524.18
0.2536	524.33
0.2532	524.48
0.2528	524.83
0.2524	525.17
0.252	525.42
0.2516	525.95
0.2512	526.45
0.2508	526.65
0.2504	527.07
0.25	527.4
0.2496	527.49
0.2492	527.89
0.2488	528.09
0.2484	528.21
0.248	528.55
0.2476	528.73
0.2472	529.23
0.2468	529.4
0.2464	529.81
0.246	530.11
0.2456	530.38
0.2452	530.66
0.2448	530.94
0.2444	531.22
0.244	532.04
0.2436	532.14
0.2432	532.39
0.2428	532.75
0.2424	532.9
0.242	533.19
0.2416	533.5
0.2412	533.76
0.2408	534.12
0.2404	534.44
0.24	534.86
0.2396	535.08
0.2392	535.46
0.2388	535.93
0.2384	536.22
0.238	536.68
0.2376	536.87
0.2372	537.09
0.2368	537.61
0.2364	537.87
0.236	538.11
0.2356	538.33
0.2352	538.51
0.2348	538.89
0.2344	539.0
0.234	539.09
0.2336	539.35
0.2332	539.87
0.2328	540.15
0.2324	540.41
0.232	540.6
0.2316	541.0
0.2312	541.0
0.2308	541.23
0.2304	541.43
0.23	541.72
0.2296	542.1
0.2292	542.43
0.2288	542.7
0.2284	542.95
0.228	543.36
0.2276	543.6
0.2272	544.02
0.2268	544.51
0.2264	544.69
0.226	545.06
0.2256	545.2
0.2252	545.7
0.2248	546.11
0.2244	546.34
0.224	546.67
0.2236	547.67
0.2232	548.31
0.2228	548.47
0.2224	548.95
0.222	549.11
0.2216	549.74
0.2212	550.04
0.2208	550.19
0.2204	550.5
0.22	550.88
0.2196	551.08
0.2192	551.65
0.2188	551.92
0.2184	552.08
0.218	552.29
0.2176	552.54
0.2172	552.79
0.2168	553.03
0.2164	553.51
0.216	553.99
0.2156	554.44
0.2152	554.76
0.2148	554.98
0.2144	555.25
0.214	555.71
0.2136	556.35
0.2132	556.9
0.2128	557.55
0.2124	557.87
0.212	557.98
0.2116	558.56
0.2112	558.99
0.2108	559.37
0.2104	559.6
0.21	560.02
0.2096	560.12
0.2092	560.7
0.2088	560.89
0.2084	560.99
0.208	561.17
0.2076	561.52
0.2072	561.88
0.2068	562.06
0.2064	562.48
0.206	562.88
0.2056	563.26
0.2052	563.71
0.2048	564.14
0.2044	564.38
0.204	564.96
0.2036	565.27
0.2032	565.48
0.2028	565.77
0.2024	566.12
0.202	566.47
0.2016	567.0
0.2012	567.11
0.2008	567.77
0.2004	567.94
0.2	568.36
0.1996	568.84
0.1992	569.3
0.1988	569.99
0.1984	570.43
0.198	570.55
0.1976	570.81
0.1972	571.08
0.1968	571.79
0.1964	572.27
0.196	572.83
0.1956	573.17
0.1952	573.49
0.1948	573.72
0.1944	573.96
0.194	574.17
0.1936	574.49
0.1932	574.7
0.1928	574.99
0.1924	575.4
0.192	575.91
0.1916	576.33
0.1912	576.57
0.1908	576.83
0.1904	577.12
0.19	577.77
0.1896	578.38
0.1892	578.83
0.1888	579.15
0.1884	579.5
0.188	579.76
0.1876	580.02
0.1872	580.3
0.1868	580.58
0.1864	580.9
0.186	581.2
0.1856	581.51
0.1852	581.72
0.1848	582.29
0.1844	582.69
0.184	583.16
0.1836	583.55
0.1832	583.77
0.1828	584.03
0.1824	584.83
0.182	585.11
0.1816	585.22
0.1812	585.61
0.1808	586.19
0.1804	586.44
0.18	587.06
0.1796	587.36
0.1792	587.68
0.1788	587.93
0.1784	588.65
0.178	588.94
0.1776	589.26
0.1772	590.04
0.1768	590.6
0.1764	590.87
0.176	591.41
0.1756	591.94
0.1752	592.34
0.1748	592.78
0.1744	592.99
0.174	593.5
0.1736	593.82
0.1732	594.26
0.1728	594.94
0.1724	595.32
0.172	595.98
0.1716	596.2
0.1712	596.41
0.1708	596.63
0.1704	596.98
0.17	597.48
0.1696	597.89
0.1692	598.19
0.1688	598.72
0.1684	599.01
0.168	599.56
0.1676	599.97
0.1672	600.16
0.1668	600.36
0.1664	600.87
0.166	601.4
0.1656	601.62
0.1652	602.04
0.1648	602.5
0.1644	602.76
0.164	603.25
0.1636	604.18
0.1632	604.43
0.1628	604.8
0.1624	605.1
0.162	605.26
0.1616	605.94
0.1612	606.79
0.1608	607.7
0.1604	607.79
0.16	607.89
0.1596	608.4
0.1592	608.87
0.1588	609.31
0.1584	609.56
0.158	610.22
0.1576	610.68
0.1572	611.47
0.1568	611.91
0.1564	612.4
0.156	612.84
0.1556	613.59
0.1552	614.11
0.1548	614.27
0.1544	614.72
0.154	615.01
0.1536	615.51
0.1532	616.1
0.1528	616.3
0.1524	616.94
0.152	617.74
0.1516	618.13
0.1512	619.04
0.1508	619.57
0.1504	619.9
0.15	620.19
0.1496	621.02
0.1492	621.38
0.1488	621.8
0.1484	622.07
0.148	622.47
0.1476	622.69
0.1472	623.14
0.1468	623.51
0.1464	623.74
0.146	624.24
0.1456	624.68
0.1452	625.05
0.1448	625.31
0.1444	625.83
0.144	626.53
0.1436	627.05
0.1432	627.49
0.1428	628.36
0.1424	628.72
0.142	629.13
0.1416	630.08
0.1412	630.76
0.1408	630.9
0.1404	631.56
0.14	632.53
0.1396	633.44
0.1392	634.3
0.1388	634.59
0.1384	635.23
0.138	635.89
0.1376	636.12
0.1372	636.8
0.1368	637.17
0.1364	637.54
0.136	637.99
0.1356	638.42
0.1352	638.7
0.1348	639.23
0.1344	639.83
0.134	640.68
0.1336	641.4
0.1332	641.71
0.1328	642.17
0.1324	642.67
0.132	642.98
0.1316	643.29
0.1312	643.59
0.1308	643.85
0.1304	644.43
0.13	644.69
0.1296	645.23
0.1292	646.11
0.1288	646.46
0.1284	646.78
0.128	647.39
0.1276	647.79
0.1272	647.96
0.1268	648.34
0.1264	649.02
0.126	649.44
0.1256	650.54
0.1252	650.74
0.1248	651.3
0.1244	651.55
0.124	652.34
0.1236	653.27
0.1232	653.55
0.1228	654.03
0.1224	654.48
0.122	655.53
0.1216	656.07
0.1212	656.51
0.1208	656.68
0.1204	657.81
0.12	658.56
0.1196	658.82
0.1192	659.88
0.1188	660.24
0.1184	660.68
0.118	660.96
0.1176	661.38
0.1172	662.14
0.1168	662.56
0.1164	663.06
0.116	664.05
0.1156	664.5
0.1152	664.95
0.1148	665.32
0.1144	665.57
0.114	665.98
0.1136	666.33
0.1132	666.96
0.1128	667.22
0.1124	667.97
0.112	668.57
0.1116	669.08
0.1112	669.52
0.1108	669.98
0.1104	670.41
0.11	671.11
0.1096	671.48
0.1092	672.21
0.1088	673.2
0.1084	674.02
0.108	674.71
0.1076	675.4
0.1072	676.1
0.1068	676.54
0.1064	676.87
0.106	677.3
0.1056	677.79
0.1052	678.98
0.1048	679.82
0.1044	680.23
0.104	680.72
0.1036	681.07
0.1032	681.63
0.1028	681.8
0.1024	682.0
0.102	682.17
0.1016	683.12
0.1012	683.76
0.1008	684.22
0.1004	684.66
0.1	685.65
0.0996	686.37
0.0992	687.04
0.0988	687.94
0.0984	688.42
0.098	689.51
0.0976	690.27
0.0972	690.81
0.0968	691.04
0.0964	691.37
0.096	691.85
0.0956	692.28
0.0952	693.13
0.0948	693.77
0.0944	694.74
0.094	695.56
0.0936	697.21
0.0932	698.08
0.0928	698.59
0.0924	699.14
0.092	700.35
0.0916	700.75
0.0912	701.52
0.0908	702.49
0.0904	703.59
0.09	704.76
0.0896	705.79
0.0892	706.33
0.0888	706.98
0.0884	707.73
0.088	708.43
0.0876	708.87
0.0872	709.4
0.0868	710.14
0.0864	711.27
0.086	712.34
0.0856	713.04
0.0852	714.44
0.0848	715.04
0.0844	715.93
0.084	717.06
0.0836	717.59
0.0832	718.27
0.0828	719.07
0.0824	719.45
0.082	720.12
0.0816	721.34
0.0812	721.94
0.0808	722.81
0.0804	723.83
0.08	724.66
0.0796	725.3
0.0792	726.06
0.0788	726.4
0.0784	726.61
0.078	727.29
0.0776	729.34
0.0772	730.18
0.0768	730.82
0.0764	731.94
0.076	732.32
0.0756	732.99
0.0752	733.8
0.0748	734.51
0.0744	736.14
0.074	736.83
0.0736	738.39
0.0732	739.61
0.0728	740.15
0.0724	741.32
0.072	742.49
0.0716	742.87
0.0712	743.65
0.0708	744.14
0.0704	745.27
0.07	746.21
0.0696	746.75
0.0692	747.4
0.0688	748.31
0.0684	749.3
0.068	749.94
0.0676	750.88
0.0672	752.05
0.0668	752.65
0.0664	754.36
0.066	755.07
0.0656	755.61
0.0652	756.18
0.0648	756.85
0.0644	758.23
0.064	759.29
0.0636	760.58
0.0632	761.55
0.0628	762.33
0.0624	763.21
0.062	764.25
0.0616	765.01
0.0612	765.98
0.0608	766.92
0.0604	767.77
0.06	768.29
0.0596	769.54
0.0592	770.14
0.0588	771.75
0.0584	773.18
0.058	773.86
0.0576	774.62
0.0572	775.58
0.0568	776.66
0.0564	777.43
0.056	778.55
0.0556	779.87
0.0552	781.06
0.0548	781.65
0.0544	784.22
0.054	784.84
0.0536	786.12
0.0532	786.65
0.0528	787.27
0.0524	788.31
0.052	790.14
0.0516	791.04
0.0512	791.43
0.0508	791.72
0.0504	793.33
0.05	794.61
0.0496	795.38
0.0492	796.25
0.0488	797.11
0.0484	798.42
0.048	800.27
0.0476	800.77
0.0472	801.87
0.0468	803.03
0.0464	804.3
0.046	805.13
0.0456	807.21
0.0452	807.91
0.0448	809.41
0.0444	810.84
0.044	812.06
0.0436	812.95
0.0432	813.84
0.0428	815.76
0.0424	816.89
0.042	818.9
0.0416	819.83
0.0412	821.1
0.0408	822.28
0.0404	823.48
0.04	825.16
0.0396	827.01
0.0392	828.73
0.0388	830.29
0.0384	830.73
0.038	831.24
0.0376	833.01
0.0372	835.0
0.0368	835.87
0.0364	837.92
0.036	838.56
0.0356	839.35
0.0352	840.08
0.0348	840.47
0.0344	841.5
0.034	842.38
0.0336	845.23
0.0332	848.74
0.0328	852.08
0.0324	853.87
0.032	854.97
0.0316	856.28
0.0312	857.7
0.0308	859.05
0.0304	861.9
0.03	862.89
0.0296	865.19
0.0292	867.75
0.0288	871.39
0.0284	871.89
0.028	873.28
0.0276	874.36
0.0272	876.11
0.0268	877.25
0.0264	878.55
0.026	881.24
0.0256	883.71
0.0252	885.5
0.0248	888.58
0.0244	890.64
0.024	892.09
0.0236	896.7
0.0232	899.3
0.0228	901.56
0.0224	905.61
0.022	906.78
0.0216	907.97
0.0212	910.24
0.0208	911.88
0.0204	914.11
0.02	917.92
0.0196	920.71
0.0192	924.36
0.0188	926.3
0.0184	928.12
0.018	930.63
0.0176	934.62
0.0172	938.34
0.0168	939.56
0.0164	941.5
0.016	944.76
0.0156	947.21
0.0152	948.94
0.0148	950.08
0.0144	953.98
0.014	958.06
0.0136	959.98
0.0132	964.98
0.0128	966.32
0.0124	969.35
0.012	970.13
0.0116	970.79
0.0112	975.03
0.0108	978.67
0.0104	983.54
0.01	986.68
0.00960000000004	991.59
0.00920000000004	993.32
0.00880000000004	998.3
0.00840000000004	1001.88
0.00800000000004	1005.53
0.00760000000004	1010.64
0.00720000000004	1018.11
0.00680000000004	1024.83
0.00640000000004	1030.18
0.00600000000004	1038.0
0.00560000000004	1042.21
0.00520000000004	1048.05
0.00480000000004	1057.69
0.00440000000004	1064.4
0.00400000000004	1075.52
0.00360000000004	1086.29
0.00320000000004	1093.27
0.00280000000004	1103.49
0.00240000000004	1118.44
0.00200000000004	1130.68
0.00160000000004	1146.16
0.00120000000004	1176.58
0.000800000000045	1193.69
0.000400000000045	1206.08
4.48678637646e-14	1228.35
-0.000399999999955	1298.11
