prob	ls
0.642	244.11
0.6416	244.14
0.6412	244.14
0.6408	244.41
0.6404	244.52
0.64	244.76
0.6396	245.11
0.6392	245.21
0.6388	245.39
0.6384	245.51
0.638	245.64
0.6376	245.68
0.6372	245.85
0.6368	246.05
0.6364	246.14
0.636	246.14
0.6356	246.14
0.6352	246.34
0.6348	246.46
0.6344	246.59
0.634	247.01
0.6336	247.24
0.6332	247.59
0.6328	247.87
0.6324	248.08
0.632	248.35
0.6316	248.42
0.6312	248.49
0.6308	248.51
0.6304	248.84
0.63	248.88
0.6296	248.98
0.6292	249.06
0.6288	249.16
0.6284	249.26
0.628	249.56
0.6276	249.69
0.6272	250.0
0.6268	250.0
0.6264	250.05
0.626	250.35
0.6256	250.67
0.6252	250.88
0.6248	251.0
0.6244	251.0
0.624	251.0
0.6236	251.2
0.6232	251.33
0.6228	251.62
0.6224	251.9
0.622	252.21
0.6216	252.31
0.6212	252.47
0.6208	252.84
0.6204	253.09
0.62	253.35
0.6196	253.45
0.6192	253.45
0.6188	253.5
0.6184	253.67
0.618	253.85
0.6176	254.08
0.6172	254.14
0.6168	254.29
0.6164	254.36
0.616	254.36
0.6156	254.36
0.6152	254.56
0.6148	254.6
0.6144	254.8
0.614	254.95
0.6136	255.1
0.6132	255.14
0.6128	255.24
0.6124	255.32
0.612	255.35
0.6116	255.62
0.6112	255.77
0.6108	256.05
0.6104	256.11
0.61	256.14
0.6096	256.29
0.6092	256.56
0.6088	256.92
0.6084	257.07
0.608	257.21
0.6076	257.21
0.6072	257.28
0.6068	257.33
0.6064	257.7
0.606	257.86
0.6056	258.0
0.6052	258.21
0.6048	258.34
0.6044	258.5
0.604	258.72
0.6036	258.77
0.6032	258.77
0.6028	259.04
0.6024	259.14
0.602	259.41
0.6016	259.47
0.6012	259.6
0.6008	259.75
0.6004	259.91
0.6	260.0
0.5996	260.0
0.5992	260.13
0.5988	260.33
0.5984	260.47
0.598	260.56
0.5976	260.71
0.5972	260.92
0.5968	261.14
0.5964	261.24
0.596	261.56
0.5956	261.6
0.5952	261.75
0.5948	261.85
0.5944	262.01
0.594	262.11
0.5936	262.14
0.5932	262.18
0.5928	262.24
0.5924	262.38
0.592	262.71
0.5916	262.78
0.5912	262.91
0.5908	262.95
0.5904	263.04
0.59	263.14
0.5896	263.2
0.5892	263.24
0.5888	263.24
0.5884	263.56
0.588	263.81
0.5876	263.98
0.5872	264.14
0.5868	264.23
0.5864	264.24
0.586	264.36
0.5856	264.81
0.5852	264.87
0.5848	265.0
0.5844	265.05
0.584	265.07
0.5836	265.11
0.5832	265.21
0.5828	265.21
0.5824	265.21
0.582	265.36
0.5816	265.57
0.5812	265.83
0.5808	265.85
0.5804	265.95
0.58	266.01
0.5796	266.31
0.5792	266.48
0.5788	266.54
0.5784	266.79
0.578	266.85
